Descriptores,2003|T1,2003|T2,2003|T3,2003|T4,2003|Anual,2004|T1,2004|T2,2004|T3,2004|T4,2004|Anual,2005|T1,2005|T2,2005|T3,2005|T4,2005|Anual,2006|T1,2006|T2,2006|T3,2006|T4,2006|Anual,2007|T1,2007|T2,2007|T3,2007|T4,2007|Anual,2008|T1,2008|T2,2008|T3,2008|T4,2008|Anual,2009|T1,2009|T2,2009|T3,2009|T4,2009|Anual,2010|T1,2010|T2,2010|T3,2010|T4,2010|Anual,2011|T1,2011|T2,2011|T3,2011|T4,2011|Anual,2012|T1,2012|T2,2012|T3,2012|T4,2012|Anual,2013|T1,2013|T2,2013|T3,2013|T4,2013|Anual,2014|T1,2014|T2,2014|T3,2014|T4,2014|Anual,2015|T1,2015|T2,2015|T3,2015|T4,2015|Anual,2016|T1,2016|T2,2016|T3,2016|T4,2016|Anual,2017|T1,2017|T2,2017|T3,2017|T4,2017|Anual,2018|T1,2018|T2,2018|T3,2018|T4,2018|Anual,2019|T1,2019|T2,2019|T3,2019|T4,2019|Anual,2020|T1<R>,2020|T2<R>,2020|T3<R>,2020|T4<P>,2020|Anual
Variación acumulada|Actividades secundarias|31-33---Industrias manufactureras,NA,NA,NA,NA,NA,-1.5031298680488874,-1.5960519475630548,-0.30953662638756896,0.7899757361021784,0.7899757361021784,-0.44079993509993187,1.6880076469103926,0.9306500997036835,0.8364697769599871,0.8364697769599871,4.230381171253001,3.8114256697302977,4.544734569521822,3.9470909259681406,3.9470909259681406,0.1620809837521051,0.26172194295901363,-0.6430339127893916,-1.4731030514706305,-1.4731030514706305,-1.6742983988994808,-1.6707103253928892,-2.3137451099098882,-1.5420008033846955,-1.5420008033846955,-5.166693245576397,-7.345904106330721,-6.898862453060886,-6.0872447916859045,-6.0872447916859045,-1.3087091272949891,-0.2799854127268162,-0.6705364942413041,-1.1897073777621756,-1.1897073777621756,-2.6934701445207168,-3.4378618371930116,-3.3628443061140842,-3.0328357638642984,-3.0328357638642984,1.1904518516801375,0.3653261606590803,-0.3546031475237186,-1.6739415457370939,-1.6739415457370939,-6.14874491500764,-3.0119683374374233,-2.5167166639984373,-1.657676501445195,-1.657676501445195,1.6530727967561063,-0.60814693127422,-0.7990504289168996,-0.5380352695573833,-0.5380352695573833,-2.0424953322842185,-1.9284744843777446,-1.4167237073078667,-1.825192239406519,-1.825192239406519,-3.1797510669559443,-1.7420881263153802,-1.5472261269724186,-0.6800888789520769,-0.6800888789520769,5.06837376850136,2.3909104398448733,1.7478554770933243,0.6245679375567619,0.6245679375567619,-1.1408210422208356,2.129153931213736,2.006334929438495,1.7898772257332496,1.7898772257332496,-0.8956770669230991,-3.4454592178449985,-1.9081817641235403,-0.9367899243650584,-0.9367899243650584,-1.0204988477131849,-11.513373079811544,-12.208530194048535,-11.657998725399153,-11.657998725399153
Variación acumulada|Actividades terciarias,NA,NA,NA,NA,NA,3.640286404699779,4.049398239813584,4.152164397047358,4.576235844380278,4.576235844380278,-2.586578962403962,-0.042178564150475495,1.5951487584351582,1.5045096463225889,1.5045096463225889,7.422247053560383,5.881185118206417,5.095491257546087,4.4506658362752205,4.4506658362752205,-0.3754099384099021,0.7142460386742044,1.7831475960704068,2.158059163538198,2.158059163538198,-0.5987903506161985,0.6396219464876935,2.0790363576562925,2.5860806795187585,2.5860806795187585,-0.7085391936919194,-5.014904323733816,-4.352127317279098,-3.6694443921026476,-3.6694443921026476,7.467603833941666,6.902802643481039,5.114227671454174,4.778232961601006,4.778232961601006,4.34544598999436,3.2103780259828483,3.635424909782458,3.377710664239288,3.377710664239288,4.399488871702488,4.822734776639862,3.558012282039627,4.055446806434347,4.055446806434347,-0.2157250446263106,1.2506815754918392,2.3627547825377775,2.3983312016374185,2.3983312016374185,5.1863320091949845,3.8793785793715756,3.0983543918327854,2.6722535595166335,2.6722535595166335,5.122349937326987,4.964711319628407,5.457717336574987,5.689020270028934,5.689020270028934,2.12146689130239,2.6165436120273426,2.2109620709123874,2.8275536712906444,2.8275536712906444,5.267553773605016,3.8575229527586288,3.43221534159764,3.2030373057606596,3.2030373057606596,-0.33884922202334167,1.5209568586995061,2.8622460836852213,2.9913446841232485,2.9913446841232485,3.121609706874125,0.9409629609507846,0.7187248112577151,0.6584636456769033,0.6584636456769033,-1.485571019425464,-8.296506922035078,-9.094941965128442,-8.971307223938268,-8.971307223938268
Variación acumulada|Actividades terciarias|43-46---Comercio,NA,NA,NA,NA,NA,1.2372226820621677,3.391174663780248,3.3994681342362156,5.667325784822779,5.667325784822779,-6.577943468230615,1.4531340717623493,3.309920200426731,2.8075983661435515,2.8075983661435515,28.374601927342468,17.337106263144662,11.756668755093912,7.249107877286903,7.249107877286903,-4.126373187715046,-2.327194456744621,-0.6068567154835449,-0.7752987059076872,-0.7752987059076872,-8.577373544100183,-5.222158066769154,-0.9270564633336136,1.1907637348071347,1.1907637348071347,-10.472813732712765,-16.11920245602586,-15.676946949903837,-12.238991079966155,-12.238991079966155,22.269710739475855,18.20015309191551,13.70545858767484,12.387498069301188,12.387498069301188,12.075232457574131,11.710788898962136,11.24890475527829,6.105102150193616,6.105102150193616,5.783087588994192,4.424598291442109,0.8331538276440824,3.057957328260457,3.057957328260457,-9.197306995966542,-1.0549805264262915,0.7653592241132259,0.4754780191191088,0.4754780191191088,5.09607441182925,4.769767415362594,4.251940707671963,3.5351504587428906,3.5351504587428906,2.819312779802587,0.26621435295754736,2.10152010176445,0.8065340690231153,0.8065340690231153,-8.365459421037997,-7.237136294752318,-7.48415062128376,-4.5945113802835635,-4.5945113802835635,6.758719184285383,4.8660047597916645,3.9509699147972412,3.8828117350385725,3.8828117350385725,1.5307882598936402,2.4762339611346817,4.133630856275161,4.094003857043589,4.094003857043589,2.9706782118824577,-0.4827851937928642,-1.155926016932824,-0.8254538755885932,-0.8254538755885932,-7.393862148407166,-21.26199189783526,-19.22581844037167,-15.851541926247364,-15.851541926247364
Variación acumulada|Actividades terciarias|Resto,NA,NA,NA,NA,NA,4.202293494423557,4.205878351980431,4.34225891988919,4.2879196224353535,4.287919622435382,-1.6796759544536144,-0.394881414392529,1.1659937785427843,1.155619081793887,1.1556190817938727,2.8987072647673955,3.128916663628715,3.3930725045930217,3.68917136016627,3.68917136016627,0.634906859597308,1.5456173211261444,2.443378850311234,2.9836707428006406,2.9836707428006406,1.4485547344424532,2.180817292712817,2.8847344073181063,2.964466650381013,2.964466650381013,1.549404375465997,-2.30685400248602,-1.4292852766233324,-1.3855632087645944,-1.3855632087645944,4.449916824389803,4.53720611851098,3.217400069773362,2.9734728610321497,2.9734728610321497,2.500732430700552,1.197807348426764,1.7836675925209136,2.6716908499827525,2.6716908499827383,4.038449742142177,4.92679079812774,4.282385629557652,4.322294397119023,4.3222943971190375,2.1672490791242893,1.850399905676241,2.7733589766108366,2.90649706590078,2.90649706590078,5.2076152268839735,3.6543889150546676,2.8076231450242943,2.4495969676477785,2.4495969676477785,5.664842491203757,6.1647357751067915,6.315442043253057,6.96221618951698,6.962216189516951,4.525194433905227,4.993405412541051,4.590481005986973,4.651605861897565,4.6516058618976075,4.967912891260468,3.642598577020266,3.319593604420689,3.0507355916969914,3.050735591696977,-0.7209513399174625,1.314968155702175,2.584541437517956,2.7423019580592864,2.742301958059315,3.1531555445069017,1.2514880918762117,1.1343823083737306,0.998025386352623,0.9980253863525803,-0.2528774454931977,-5.517119142042233,-6.899539937412385,-7.42534249804892,-7.425342498048892
Contribución a la variación total|Total,NA,NA,NA,NA,NA,3.200151429294107,4.031085996103884,4.5414127339872135,5.817844240371353,4.408039269620605,-1.2960869549830372,2.4565970748930783,3.70810213764463,0.6815198925592103,1.398408214109952,6.9234759695316885,4.771569877416633,5.487491648543722,3.658766242783833,5.165038577800247,-0.6650577534737963,1.1432080616402271,2.4495634761080938,2.6782810337553564,1.4251339126053861,-0.9727865299605453,1.5210034204387424,3.202766405203266,2.9874915023593025,1.7365244629069374,-1.0381179459178687,-8.272907342930942,-2.7449666140458477,-1.9187321361497793,-3.586152299358643,6.3691375276718345,4.961990099378164,0.6839008333903238,2.598127609578822,3.572207834352836,3.3199204482074642,2.5994424971867107,4.8253125301220505,3.467726548706451,3.551272419014339,4.8416597061441164,4.639550118711194,1.7782519143340916,4.5761687900511365,3.951672385630151,-0.5600117289864373,2.181046923725436,2.5252995884328895,1.7180105832352828,1.4856743445852751,4.849726937862672,2.5026042710290457,2.015087105187795,2.0853314498984474,2.8239349492568255,4.349762857983301,3.697786443605973,5.167865163927002,4.440035595290916,4.411083297233212,1.7545084063700223,3.2247897659504523,1.8143821962218318,5.233704534635665,3.0469337720813394,5.642660185570366,2.4288962211640586,2.2556486403956697,1.8242654437504762,2.986110625200307,-0.43661649585814505,3.3340109945417136,4.854747981474399,3.007330370743997,2.7023650911799826,2.424299079625679,-1.7661137675055418,0.25517984741842586,0.6903268877131256,0.37470005372499654,-1.4642456600666345,-16.067864162773077,-11.238197113844183,-8.629841705091026,-9.380735663913613
Contribución a la variación total|Actividades primarias,NA,NA,NA,NA,NA,-0.009296781441620437,0.008452526242294232,-0.016949060556141874,-0.011333184654963333,-0.007019146609539278,0.008010532965456597,-0.004561218867254769,0.011697114194353698,0.009933564086314507,0.006122381964510753,-0.013894527202433345,-0.0050486731228974215,-0.006184231580661509,-0.00884228200316808,-0.008369398246397609,0.0024952687206062974,-0.0015088480327062417,-0.003438789623968254,-0.00043303763988063274,-0.0007624972576702968,-0.0010076361935009545,-0.0015320274620204495,0.0017366225957579995,-0.011293157163794278,-0.0030948977196681663,0.002847846421109998,-0.0028496805027940324,0.001249961559841834,0.013874003540958118,0.0038167866007999254,0.0032092396064941284,0.004617807672951026,0.002945399556078418,-0.012667058134127626,-0.0006977900155403614,0.000143981376477383,0.00231067667520375,-0.0011637751692829073,0.0099939283918951,0.002938699530657752,-0.0023947701836708906,-0.005124421566172384,-0.003931950783787007,0.007018651122438714,-0.0010029893239083716,-0.01293275790525234,-0.0012655071286007246,-0.0002340423644669329,-0.007939159263582967,-0.005567755491471321,0.010227699616989374,-0.0016305407416312384,-0.0040218529776692305,-0.0009553006950199918,0.0007437333245522317,-0.0027500911265192058,-0.0027759863357150485,-0.00007620607080612333,0.0014042781704364509,-0.0010106532516275832,-0.004291749234356767,0.006041892890975271,0.002753338388885778,0.00016775457162047884,0.0012095157594413405,0.0010075355287058666,-0.002415240609480998,-0.0015034932599641466,-0.007298128591472663,-0.0026846830200523697,-0.004397268493298123,0.0011105253667051686,0.002264085488617027,0.007661658316627759,0.0017834138885858522,0.002131462155577429,0.0011393135552443092,0.0012234374224157458,0.0004942770653184943,0.0012231238299124925,0.0007167073220317261,0.001048935088903071,0.002493444185980451,-0.0027853325785901373,0.0003095690022351017
Contribución a la variación total|Actividades secundarias,NA,NA,NA,NA,NA,0.05957374184247502,0.16237796523951656,0.8171240377709443,0.8072787278364586,0.45953841385419414,0.9435681359781153,0.4602009895455565,-0.632923708337302,-0.4023457632178114,0.08975135155048557,0.5719691206794427,0.810433884001369,2.4539909287129538,1.4195783816778145,1.3161965887011584,-0.3440954538444083,-0.32886043616110294,-0.9352113056053113,-0.12864588998653548,-0.4317011263853038,-0.4543497950718808,0.009387355169810596,-1.071706994910271,-0.5137189520387533,-0.5024931036085587,-0.4263877424584312,-0.6220105620414539,-0.04313618893485466,-0.4328808422291871,-0.3820221586194118,-0.13294980370823806,-0.6174757128863274,-0.8535731908281716,-0.7523639357495273,-0.6007713550565529,-0.5010156107589796,0.6996987179734726,0.8750751706624755,1.1090466627441675,0.5636260953291017,0.9373486678008225,0.0311339762236272,0.8197301336970444,-0.2375603071527625,0.37509392697355964,-0.3563250222265985,-0.1689333601687674,-1.5050128552970221,-0.48757834167255804,-0.6265987243273715,0.2376294443387197,0.1277373590879398,0.6177299498235662,0.7610282283223265,0.4422429472828087,-0.20717647903510697,-0.5972481192953331,-0.5556272580070061,-1.1936465020077496,-0.6492826289160691,-0.14361751417140087,0.432134006612221,0.5431498045143993,1.111673215517884,0.4993320432502646,0.9009580946190915,0.15552904730208864,-0.056089483160606635,-0.4800019739200022,0.11039715465623123,-0.1283444233384866,0.3345125530978069,-0.15336319834935466,-0.030298181153505598,0.006758092073850169,-0.3799931741815116,-0.7763480830663138,-0.005526109091428269,0.24287094787245184,-0.22116397172914573,-0.12233791911622535,-2.505014204589685,-1.5992814706331644,-0.8085492817242388,-1.2563937121888344
Contribución a la variación total|Actividades secundarias|21---Minería,NA,NA,NA,NA,NA,-0.00013970215998569227,-0.00008546441116278682,0.0005439993638486118,-0.0005735298115947178,-0.00007168469722949373,0.0006384244552892077,-0.0003500412932865532,-0.0013195386223755806,-0.0009728515743714302,-0.000507470727395751,-0.000329450207088344,0.0002110117603486966,0.0017731940672057226,0.0012402521561922447,0.0007340324386635605,-0.00025565440377712205,0.000024427680476430156,-0.0003445159291493908,0.00012760721790631353,-0.00010719661808033199,-0.0006386328725521603,-0.0003698175878924379,-0.0013035555036287631,-0.000808188763769678,-0.0007778418009095515,0.00018954941030812286,0.0002577042477068935,0.0005565826811556148,-0.00006852535263146328,0.00023336090099028084,-0.0005033371663877151,-0.0008534711248483462,-0.0007787509858450162,-0.00035070744919032124,-0.0006203322539293485,0.0000560399373243509,0.0009526097417813025,0.000900322857336464,0.000790806771655354,0.0006833031157295227,0.0007451879535973811,-0.00006328509759690224,0.0009054531448486494,-0.0000491904786780403,0.0003765470391100215,-0.00027025049826865597,-0.00043894083981912556,-0.0016075614599306697,-0.000577591244410411,-0.0007225485826764144,0.00023517045504975324,0.0003717325489600417,0.0008255051279547851,0.0007863503801582833,0.0005616333391263285,0.00008936267063509889,-0.0002665337363640108,-0.00042322745409471173,-0.0005511907611451007,-0.0002942009370175283,-0.0000499738212744107,0.0006016266788542048,0.0009348079063738346,0.0007858798000713912,0.0005763191114730208,0.0010142275541325087,0.00015365911113684246,-0.0004892520122281045,-0.00039298094778491714,0.00005362778459126315,-0.0005198211729912528,-0.0001863545288962119,-0.00011723040879530441,-0.0000019280941048401915,-0.0002018256646902395,-0.0005861151826368557,-0.00047325427505627137,-0.00010458482780918512,0.0002720641188659779,-0.00021066946572430447,0.00028847791207360456,-0.0005336093371045222,0.000010352594805698773,0.0007594954827332813,0.00014278960594414674
"Contribución a la variación total|Actividades secundarias|22---Generación, transmisión y distribución de energía eléctrica, suministro de agua y de gas por ductos al consumidor final",NA,NA,NA,NA,NA,0.040474782347289774,0.025598378764036627,0.029563295187881443,0.025879538105578512,0.030236703954840138,0.02502628362129677,0.03479020292821293,0.03959781490401021,0.03653343231896101,0.03405596954123823,0.027652262776935378,0.026931791820722008,0.032383481844695784,0.03248439980050379,0.02986950838296151,0.02028667215522823,0.007130298141676572,0.0026256889160240775,-0.013355025360607743,0.003957107057053038,-0.015414720528090158,-0.027085211130855838,-0.026739165048542866,-0.016220983128040576,-0.021499929192465038,0.0481160876445251,0.06506357673774327,0.06715886056138522,0.06378889785078425,0.06142585069258015,0.07953643469172023,0.055324494909425724,0.06853084381134175,0.0659101029780187,0.06711992130437905,0.009311785940780155,0.023044172816389534,-0.002655463734659937,0.007285462006157144,0.00926341479437053,0.05205175615551089,0.062016129823940856,0.053129247636568414,0.03508211229227814,0.05037379006479243,-0.012625171988823626,-0.009582118363535962,0.0017621633601115248,0.005503621704043227,-0.003556645958929231,0.003459240441737497,-0.004140619361966927,0.005945390476315029,0.024311494767402565,0.007649397557915882,0.018540948729815064,0.0296299071906556,0.02278567932764273,-0.003395232704064782,0.016645057665881764,-0.010653661112444398,-0.022704500026369947,0.0065539684745489065,0.01296606615546616,-0.00321309446992633,0.013975943262537394,0.018216376413297413,-0.009067725879520734,-0.008614335505321879,0.003346016182277242,0.021893248630945026,0.02032841166636908,0.02415842611826238,0.014138434954852988,0.020007974410223717,-0.002299772610595223,-0.01700999847287006,-0.01919350665336627,-0.013478467986836678,-0.013153225581645164,-0.0262123834347583,-0.06036600793226261,-0.05993002193856871,-0.03051916673388379,-0.04411874332275702
Contribución a la variación total|Actividades secundarias|23---Construcción,NA,NA,NA,NA,NA,0.15346828626168738,0.27941519189125075,0.5820627038604074,0.42748731408934804,0.3594488601952044,0.9554729342704066,0.12375936932661011,-0.6267967352189594,-0.4864268712103767,-0.015271377280820349,0.18096540601110306,0.5070302211919208,1.8973364745114931,1.1951608159007439,0.9501932023950431,-0.37770942829868087,-0.36447434619179453,-0.7312898829732054,0.21424135038504308,-0.3118253679095123,-0.2968159991264045,0.16890250975577706,-0.7450312035553509,-0.5599036490323833,-0.35440378731480093,-0.04119375997193294,0.0349604482146423,0.36281614723029165,-0.21098140165048737,0.03697065041598,-0.10675955165990246,-0.7282005144546548,-0.8130673433020559,-0.6157580047139987,-0.5757679452935589,-0.3094536380281109,0.9784010471757676,1.1161129304518624,1.250195124104356,0.7762167809651139,0.800914050976797,-0.00022484846130325922,0.8864288829038702,0.09864330114880611,0.43936102201747196,0.07351872092748972,-0.16797388286326378,-1.4036798438761915,-0.5501154439086494,-0.5145836630977904,0.1281396414232519,0.3048899928744094,0.6856827407814514,0.7223047203916426,0.4679168779562691,-0.09907398373238072,-0.5174691140521138,-0.5528568367774539,-1.0095851007770544,-0.5544429866256082,0.052297364969677365,0.47302573956683097,0.6039399918798606,0.9941441578095928,0.5409251630241845,0.6050655582629239,0.14613193254346607,-0.07523714590366494,-0.33299407903862877,0.07251543045394192,-0.08683431302295483,0.024567156705311198,-0.2757663800245182,-0.10369657880908495,-0.10960030386004616,-0.3280855996309493,-0.43952007279982025,-0.04717269100010372,0.1566250211111731,-0.1577153277939587,-0.04237108035085865,-1.296880075978117,-0.8017056396712888,-0.26198989602823886,-0.5972756887854995
Contribución a la variación total|Actividades secundarias|31-33---Industrias manufactureras,NA,NA,NA,NA,NA,-0.13422962460651644,-0.14255014100460803,0.2049540393588069,0.35448540545312685,0.06992453440137911,-0.03756950636887724,0.30200145858402,-0.0444052493999772,0.04852052724797573,0.07147423001746343,0.36368090209849263,0.2762608592283775,0.5224977782895592,0.19069291382037462,0.33539984548449014,0.013582956702821435,0.02845918420853858,-0.2062025956189806,-0.32965982222887713,-0.12372566891476419,-0.14148044254483397,-0.1320601258672182,-0.2986330708027486,0.06321386888544032,-0.12581154530038316,-0.4334996195413315,-0.7222922912415464,-0.4736677794076872,-0.2856198130768525,-0.48065202062896223,-0.10522334957366812,0.0562537777837501,-0.1082579403516125,-0.2021653265643571,-0.09150299881344369,-0.20092979860897325,-0.30269911176046577,-0.2392826189120634,-0.1492247301380009,-0.2225374035461123,0.08363767271491723,-0.030594020041413497,-0.12073344998824283,-0.3712365301151687,-0.11501743214781472,-0.41694832066699594,0.009061581897851468,-0.10148761332101133,0.057611071776458585,-0.1077358666879755,0.10579539201868056,-0.17338374697346268,-0.07472368656215504,0.013625662783123094,-0.03388496157050257,-0.1267328067031764,-0.10914237869751081,-0.025132873103100205,-0.18011497776548527,-0.11119049901932519,-0.18521124420735943,-0.018788859607094217,-0.068278963746384,0.10377711175275359,-0.03895634441546661,0.28090236553949777,-0.00897292076581169,0.028704640634807144,-0.1380005784282666,0.034482080235420806,-0.06288353777348557,0.28980333925502283,0.09836198596569648,0.059261890794831205,0.09655224718836285,-0.049021686757330186,-0.31934475751856717,0.060944673389850906,0.09945233062924942,-0.05008474888781758,-0.054042933242681994,-1.1472345113422004,-0.7376561616181124,-0.5167997144448494,-0.6151420696865221
Contribución a la variación total|Actividades terciarias,NA,NA,NA,NA,NA,3.1498744688932523,3.8602555046220735,3.741237756772411,5.021898697189858,3.9555200023759505,-2.247665623926609,2.0009573042147766,4.329328731787578,1.0739320916907071,1.3025344805949557,6.365401376054679,3.9661846665381613,3.03968495141143,2.2480301431091867,3.857211387345486,-0.3234575683499942,1.4735773458340364,3.3882135713373733,2.8073599613817724,1.85759753624836,-0.5174290986951635,1.5131480927309522,4.272736777517779,3.51250361156185,2.242112464235164,-0.6145780498805475,-7.648047100386694,-2.703080386670835,-1.4997252974615505,-3.207946927340031,6.4988780917735784,5.57484800459154,1.534528624662417,3.3631586034624767,4.173676979424929,3.8207920775899664,1.8974331025380342,3.9514011346288576,2.348685957570388,2.98470762415458,3.9067058085269646,4.613540564053738,0.9624537314208343,4.8067104460814605,3.5775814479805,-0.1907539488545864,2.351245791022804,4.030546486094378,2.2135280841714238,2.117840824404118,4.601869793906963,2.376497452682737,1.4013790083418982,1.3252585222711408,2.3809482686494645,4.559689428144927,4.297810549237021,5.723568628004814,5.6322778191282294,5.061376579400909,1.90241766977578,2.786613866447256,1.2684790533185466,4.12186356454616,2.546392213071633,4.740694555422569,2.275782414471451,2.3132416168162404,2.311565546261951,2.8783981535641283,-0.3038748040263603,2.9983879160772013,5.005847094335137,3.0299668935808746,2.6938235852175465,2.802160791651613,-0.9909049979944724,0.2594825190874384,0.4469616627753552,0.5946409016242298,-1.3426244482724408,-13.563898893272295,-9.641409087397,-7.818507090788197,-8.124651520727014
Contribución a la variación total|Actividades terciarias|43-46---Comercio,NA,NA,NA,NA,NA,0.20291413004456965,0.9031298855431042,0.6487700121515114,2.2826400267122136,1.0238828809070069,-1.0583137572158345,1.4403465185936482,1.264058761962655,0.3390860882121093,0.5133503477734083,4.320849457442644,1.6557355348149612,0.3864198621843133,-0.765464054279649,1.3438708041063163,-0.7544212310514419,-0.14203652097602146,0.5337406904657412,-0.24527299140227732,-0.1465764901439296,-1.513550221816995,-0.4421960001622505,1.3665183024390495,1.353228088797544,0.22023942724209486,-1.7061021358822401,-3.674840546863667,-2.91394671322306,-0.6494058891210756,-2.251536875927384,3.282035034115291,2.249679098530628,1.0627553837395616,1.8251226693794618,2.0743366375716943,2.045631409918332,1.9158639294362116,1.8719837010663625,-1.2465676945746917,1.1093366012448147,1.062716047686445,0.571111253325042,-1.1185018431379563,1.7427458892635261,0.5693543671233402,-1.7052988659586654,1.2554912431977407,0.798062621719331,-0.05325109291641869,0.08776709615250514,0.8628061769275861,0.8489724506470372,0.578161635112352,0.32179851809411586,0.6460476134835931,0.47845371976036427,-0.3618062124134095,1.0436836040736883,-0.5081794158047555,0.1484133405684159,-1.3988453472366595,-1.1369328365706528,-1.4472647249570403,0.624380650086918,-0.8162658666240474,1.0177704902395959,0.5353311436903421,0.3628257153246082,0.6530029638014844,0.6386705999806546,0.2329510117840649,0.5531271373116374,1.213482518635405,0.7156941493737458,0.6792722574182906,0.46100241465368935,-0.5840837675236361,-0.4065052840904975,0.0007543634375381869,-0.1388141409160578,-1.1535316397129987,-5.60115230121492,-2.5158439727776334,-1.3435753558719596,-2.63383384186062
Contribución a la variación total|Actividades terciarias|Resto,NA,NA,NA,NA,NA,2.9469603388486827,2.9571256190789694,3.0924677446208992,2.739258670477644,2.9316371214689436,-1.1893518667107745,0.5606107856211282,3.0652699698249233,0.7348460034785979,0.7891841328215474,2.0445519186120356,2.3104491317232,2.6532650892271166,3.0134941973888356,2.5133405832391698,0.4309636627014477,1.615613866810058,2.854472880871632,3.0526329527840494,2.0041740263922896,0.9961211231218314,1.9553440928932027,2.9062184750787297,2.159275522764306,2.0218730369930693,1.0915240860016926,-3.9732065535230268,0.2108663265522252,-0.8503194083404749,-0.956410051412647,3.216843057658287,3.3251689060609118,0.4717732409228555,1.5380359340830148,2.099340341853235,1.7751606676716343,-0.018430826898177523,2.079417433562495,3.5952536521450797,1.875371022909765,2.8439897608405196,4.042429310728696,2.0809555745587907,3.063964556817935,3.00822708085716,1.514544917104079,1.0957545478250637,3.2324838643750473,2.2667791770878423,2.030073728251613,3.7390636169793767,1.5275250020357,0.8232173732295462,1.003460004177025,1.7349006551658714,4.081235708384563,4.6596167616504305,4.679885023931125,6.140457234932985,4.912963238832493,3.3012630170124395,3.923546703017909,2.715743778275587,3.497482914459242,3.3626580796956804,3.7229240651829727,1.7404512707811088,1.9504159014916322,1.6585625824604668,2.2397275535834735,-0.5368258158104252,2.445260778765564,3.792364575699732,2.3142727442071287,2.014551327799256,2.3411583769979236,-0.40682123047083624,0.6659878031779359,0.446207299337817,0.7334550425402876,-0.18909280855944213,-7.962746592057377,-7.1255651146193655,-6.474931734916237,-5.490817678866393
